Código da IES,Sigla da IES,Nome da IES,Categoria Administrativa,Organização Acadêmica,Situaçao da IES,Sinalização da IES,Código do Curso,Nome do Curso,Grau,Modalidade,Situação do Curso,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização - Turno Integral,Quantitativo de Vagas - Integral,Integralização - Turno Matutino,Quantitativo de Vagas - Matutino,Integralização - Turno Vespertino,Quantitativo de Vagas - Vespertino,Integralização - Turno Noturno,Quantitativo de Vagas - Noturno,Sinalização do Curso,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF,Início Funcionamento,Data Ato de Criação,Valor CC,Ano CC,CPC Faixa,CPC Contínuo,CPC Ano, Valor IDD,IDD Ano,Valor ENADE,ENADE Ano,Código Rótulo CINE,Rótulo CINE,Código Área Detalhada CINE,Área Detalhada CINE,Código Área Específica CINE,Área Específica CINE,Código Área Geral CINE , Área Geral CINE 
322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,5001416,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7200,Semestral,12.0 Semestres,100,,,,,,,,693679,CAMPINAS I,AV. COMENDADOR ENZO FERRARI,280,,JD. SWIFT,000000003509502,Campinas,SP,Não iniciado,2018-03-07,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
87,UNIFEBE,CENTRO UNIVERSITÁRIO DE BRUSQUE,Privada sem fins lucrativos,Centro Universitário,Ativa,,5001450,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,7673,Semestral,12.00 Semestres,80,,,,,,,,657727,CAMPUS  - BRUSQUE - SANTA TEREZINHA,Rua Dorval Luz,123,-,Santa Terezinha,000000004202909,Brusque,SC,12/02/2019,2018-04-03,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
830,UNIFAP,UNIVERSIDADE FEDERAL DO AMAPÁ,Pública Federal,Universidade,Ativa,,1029763,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,8340,Semestral,12.0 Semestres,60,,,,,,,,1006640,CAMPUS MARCO ZERO - UNIFAP,Rodovia Juscelino Kubitschek,S/N,KM 2,Zerão,000000001600303,Macapá,AP,08/02/2010,2010-01-15,3,2014,4,311,2016,5,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
434,FASM,FACULDADE SANTA MARCELINA,Privada sem fins lucrativos,Faculdade ,Ativa,,1136509,MEDICINA,Bacharelado,Educação Presencial,Em atividade,170,8681,Semestral,12.0 Semestres,100,12.0 Semestres,0,,,,,,1330,UNIDADE ITAQUERA,Rua São João das Duas Barras,95,UNIDADE ITAQUERA,Itaquera,000000003550308,São Paulo,SP,01/08/2012,2011-11-18,5,2017,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2023,UNIFG,Centro Universitário FG,Privada com fins lucrativos,Centro Universitário,Ativa,,5001314,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,7574,Anual,6.00 Anos,38,6.00 Anos,12,,,,,SUB JUDICE,1065295,Campus FG,Avenida Governador Nilo Coelho,4911,Campus FG,São Sebastião,000000002911709,Guanambi,BA,17/11/2015,2015-11-16,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
17498,FASA,FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA,Privada com fins lucrativos,Faculdade ,Ativa,,1179189,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7210,Semestral,12.00 Semestres,100,,,,,,,,1057388,Campus Principal,Avenida Ivo Freire de Aguiar,s/n,,Candeias,000000002933307,Vitória da Conquista,BA,20/02/2015,2014-12-12,4,2019,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1984,,Centro Universitário Unifacig,Privada com fins lucrativos,Centro Universitário,Ativa,,1193264,MEDICINA,Bacharelado,Educação Presencial,Em atividade,36,7250,Semestral,12.00 Semestres,36,,,,,,,,147211,Campus  Alfa Sul,Rua Darcy César de Oliveira Leite,600,,Alfa Sul,000000003139409,Manhuaçu,MG,01/07/2014,2014-04-16,4,2020,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
82,UNOESC,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,Universidade,Ativa,Unificação de Mantidas,69624,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7400,Semestral,12.0 Semestres,60,,,,,,,,657724,(SEDE),Rua Getúlio Vargas,2125,,Flor da Serra,000000004209003,Joaçaba,SC,16/02/2004,2001-08-22,3,2017,4,336,2016,5,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
575,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,Pública Federal,Universidade,Ativa,,12970,MEDICINA,Bacharelado,Educação Presencial,Em atividade,320,8085,Semestral,12.0 Semestres,320,,,,,,,,34819,Campus Saúde,Avenida Prof. Alfredo Balena,190,,Centro,000000003106200,Belo Horizonte,MG,01/03/1912,1949-12-17,5,2017,4,326,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
494,UNISUL,UNIVERSIDADE DO SUL DE SANTA CATARINA,Privada sem fins lucrativos,Universidade,Ativa,Adesão ao PROIES,20249,MEDICINA,Bacharelado,Educação Presencial,Em atividade,127,8550,Semestral,12.0 Semestres,127,,,,,,,Em Supervisão - Procedimento Sancionador com Medida Cautelar,1044591,Campus Tubarão,Av. José Acácio Moreira, 787, Dehon.,787,,Dehon,000000004218707,Tubarão,SC,22/02/1999,1998-07-08,,,3,280,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
4,UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,Pública Federal,Universidade,Ativa,,5001406,MEDICINA,Bacharelado,Educação Presencial,Em atividade,48,8115,Semestral,12.0 Semestres,48,,,,,,,,1036294,Campus Universitário do Pólo Médio Solimões,Estrada Coari / Mamiá,305,Campus Universi,Espirito Santo,000000001301209,Coari,AM,Não iniciado,2017-09-04,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
494,UNISUL,UNIVERSIDADE DO SUL DE SANTA CATARINA,Privada sem fins lucrativos,Universidade,Ativa,Adesão ao PROIES,97679,MEDICINA,Bacharelado,Educação Presencial,Em atividade,160,8850,Semestral,12.0 Semestres,160,,,,,,,Em Supervisão - Procedimento Sancionador com Medida Cautelar,344,Campus Pedra Branca,Avenida Pedra Branca,25,,Pedra Branca,000000004211900,Palhoça,SC,02/03/2006,1998-07-08,,,4,334,2016,5,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3304,UNIFIP,CENTRO UNIVERSITÁRIO DE PATOS,Privada com fins lucrativos,Centro Universitário,Ativa,,1191415,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,9240,Semestral,12.00 Semestres,60,,,,,,,,659444,Unidade SEDE,Rua Horácio Nóbrega,s/n,,Belo Horizonte,000000002510808,Patos,PB,25/08/2014,2014-06-11,4,2013,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
30,UNIFENAS,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,Privada sem fins lucrativos,Universidade,Ativa,,2304,MEDICINA,Bacharelado,Educação Presencial,Em atividade,160,8280,Semestral,12.0 Semestres,160,,,,,,,,657689,CAMPUS  - ALFENAS - CAMPUS UNIVERSITÁRIO,Rod Rodovia MG-179,s/n,Campus Universitário,Loteamento Trevo,000000003101607,Alfenas,MG,01/02/1989,1988-12-15,5,2020,3,283,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1490,UniFAJ,CENTRO UNIVERSITÁRIO DE JAGUARIÚNA,Privada com fins lucrativos,Centro Universitário,Ativa,,1258023,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,7576,Semestral,12.00 Semestres,80,,,,,,,,3247,Campus II,Rodovia Adhemar de Barros SP 340,s/n ,,Tanquinho Velho,000000003524709,Jaguariúna,SP,Não iniciado,2020-04-23,5,2019,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
490,UNIFAA,CENTRO UNIVERSITÁRIO DE VALENÇA,Privada sem fins lucrativos,Centro Universitário,Ativa,,9996,MEDICINA,Bacharelado,Educação Presencial,Em atividade,150,7940,Semestral,12.0 Semestres,150,,,,,,,,657930,Unidade SEDE,Rua Sargento Vitor Hugo,219,Unidade SEDE,Fátima,000000003306107,Valença,RJ,31/01/1968,1968-08-21,4,2017,4,379,2016,5,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1586,UNIVÁS,UNIVERSIDADE DO VALE DO SAPUCAÍ,Privada sem fins lucrativos,Universidade,Ativa,,5206,MEDICINA,Bacharelado,Educação Presencial,Em atividade,70,8280,Anual,6.0 Anos,70,,,,,,,,1050115,Faculdade de Ciências da Saúde Dr. José Antônio Garcia Coutinho,Avenida Coronel Alfredo Custódio Paula,320,,Alfredo Custódio de Paula,000000003152501,Pouso Alegre,MG,03/03/1969,1968-11-21,3,2012,3,240,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
18759,UFCA,UNIVERSIDADE FEDERAL DO CARIRI,Pública Federal,Universidade,Ativa,,54494,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,9080,Semestral,12.00 Semestres,80,,,,,,,,1067742,Campus Barbalha,Rua Divino Salvador,284,,Centro,000000002301901,Barbalha,CE,01/03/2001,2000-06-02,4,2017,3,275,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,1399479,MEDICINA,Bacharelado,Educação Presencial,Em atividade,149,8078,Semestral,12.0 Semestres,149,,,,,,,,1081875,CAMPUS MAUÁ,Rua Álvares Machado,48,,Vila Bocaina,000000003529401,Mauá,SP,14/08/2017,2017-08-02,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
794,UNIVAG,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,Privada sem fins lucrativos,Centro Universitário,Ativa,,5001033,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,9000,Semestral,12.00 Semestres,120,,,,,,,,658106,Campus - Várzea Grande - Cristo Rei,Avenida Dom Orlando Chaves,2655,(Cohab D O Chaves),Cristo Rei,000000005108402,Várzea Grande,MT,19/08/2013,2013-04-05,5,2018,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1734,,Centro Universitário Facid Wyden,Privada com fins lucrativos,Centro Universitário,Ativa,,79007,MEDICINA,Bacharelado,Educação Presencial,Em atividade,110,7830,Semestral,12.00 Semestres,110,,,,,,,,658725,TERESINA - HORTO FLORESTAL,Rua Veterinário Bugyja Brito,1354,,Horto Florestal,000000002211001,Teresina,PI,21/02/2005,2004-11-09,4,2018,3,264,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2132,,CENTRO UNIVERSITÁRIO UNINORTE,Privada com fins lucrativos,Centro Universitário,Ativa,Unificação de Mantidas,1193275,MEDICINA,Bacharelado,Educação Presencial,Em atividade,81,7480,Semestral,12.0 Semestres,81,,,,,,,,658996,CAMPUS  - RIO BRANCO - JARDIM EUROPA,Alameda Alemanha,200,UNINORTE ,Jardim Europa,000000001200401,Rio Branco,AC,10/11/2014,2014-08-26,4,2014,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
60,UNI-FACEF,CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,Especial,Centro Universitário,Ativa,,1314146,MEDICINA,Bacharelado,Educação Presencial,Em atividade,66,7607,Semestral,12.0 Semestres,66,,,,,,,,657710,CAMPUS  - FRANCA - SÃO JOSÉ,Avenida Major Nicácio,2433,,SÃO JOSÉ,000000003516200,Franca,SP,19/01/2015,2014-09-18,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
12430,FAMESC-BJI,FACULDADE METROPOLITANA SÃO CARLOS BJI,Privada com fins lucrativos,Faculdade ,Ativa,,1166567,MEDICINA,Bacharelado,Educação Presencial,Em atividade,20,8200,Semestral,12.0 Semestres,20,,,,,,,,137904,Unidade SEDE,Av. Governador Roberto Silveira,910,,Centro,000000003300605,Bom Jesus do Itabapoana,RJ,21/08/2017,2017-06-16,3,2012,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1519,UNIDEP,CENTRO UNIVERSITÁRIO DE PATO BRANCO,Privada com fins lucrativos,Centro Universitário,Ativa,Credenciamento EaD Provisório,1390309,MEDICINA,Bacharelado,Educação Presencial,Em atividade,110,7210,Semestral,12.00 Semestres,110,,,,,,,,658548,Unidade SEDE,Rua Benjamin Borges dos Santos,1100,Unidade SEDE,Fraron,000000004118501,Pato Branco,PR,25/09/2017,2017-08-02,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
20,UPF,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,Universidade,Ativa,,1725,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7455,Semestral,12.00 Semestres,90,,,,,,,,657682,UPF Campus I,Upf Campus Passo Fundo - Campus I,s/nº,BR 285 - KM 171,São José,000000004314100,Passo Fundo,RS,19/03/1970,1969-05-05,4,2017,3,243,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
694,UFMS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,Pública Federal,Universidade,Ativa,,1264844,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7546,Semestral,12.0 Semestres,60,,,,,,,,631,Câmpus de Três Lagoas - CPTL II,Avenida Ranulpho Marques Leal - 3370/3371 fim,3484,Câmpus de Três Lagoas - CPTL II,Distrito Undustrial II,000000005008305,Três Lagoas,MS,03/07/2014,2014-05-13,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
5511,,CENTRO UNIVERSITÁRIO CAMPO REAL,Privada com fins lucrativos,Centro Universitário,Ativa,,1399484,MEDICINA,Bacharelado,Educação Presencial,Em atividade,55,8490,Anual,6.0 Anos,55,,,,,,,,660079,Bloco 1,Rua Comendador Norberto,1299,,Santa Cruz,000000004109401,Guarapuava,PR,08/12/2017,2017-11-29,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2564,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,Pública Federal,Universidade,Ativa,,1101742,MEDICINA,Bacharelado,Educação Presencial,Em atividade,30,7890,Semestral,12.0 Semestres,30,12.0 Semestres,0,12.0 semestres,0,,,,776,Campus de Cajazeiras,Rua Sergio Moreira de Figueiredo Fernandes,s/n,,Casas Populares,000000002503704,Cajazeiras,PB,15/10/2007,2007-06-16,4,2017,2,143,2016,2,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
55,USP,UNIVERSIDADE DE SÃO PAULO,Pública Estadual,Universidade,Ativa,,1404416,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7935,Semestral,12.0 Semestres,60,,,,,,,,1301,Faculdade de Odontologia de Bauru - FOB,Al. Dr. Octávio Pinheiro Brisolla,09 - 75,Faculdade de Odontologia de Bauru - FOB,Vila Universitária,000000003506003,Bauru,SP,Não iniciado,2017-07-04,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
24509,ESTÁCIO CANINDÉ,FACULDADE ESTÁCIO DE CANINDÉ,Privada com fins lucrativos,Faculdade ,Ativa,,1486822,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,8146,Semestral,,,12.00 Semestres,0,,,,,,1105734,CANINDÉ,RODOVIA CE020,20,,ZONA URBANA,000000002302800,Canindé,CE,Não iniciado,2020-09-15,,,,,,,,,,,,,,,,,,
694,UFMS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,Pública Federal,Universidade,Ativa,,15839,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,7922,Semestral,12.0 Semestres,80,,,,,,,,638,Campo Grande,Av. Costa e Silva,s/n,,Cidade Universitária,000000005002704,Campo Grande,MS,10/03/1968,1967-12-27,4,2018,4,302,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
548,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,Pública Federal,Universidade,Ativa,,1257777,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,8050,Semestral,12.0 Semestres,100,,,,,,,,1060906,Campus de Pinheiro,Estrada de Pacas,S/N,,Enseada,000000002108603,Pinheiro,MA,01/03/2014,2013-12-12,3,2019,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
409,UPE,UNIVERSIDADE DE PERNAMBUCO,Pública Estadual,Universidade,Ativa,,1276878,MEDICINA,Bacharelado,Educação Presencial,Em atividade,20,8533,Anual,6.0 Anos,20,,,,,,,,1066452,CAMPUS SERRA TALHADA,AV. AFONSO MAGALHÃES,S/N,,NOSA SRA DA CONCEIÇÃO,000000002613909,Serra Talhada,PE,01/08/2013,2010-05-27,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
881,IMESA,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS,Especial,Faculdade ,Ativa,,1338858,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7607,Semestral,12.0 Semestres,60,,,,,,,,688038,"José Santilli Sobrinho",Av. Getúlio Vargas,1200,,Vila Nova Santana,000000003504008,Assis,SP,14/10/2015,2015-10-15,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
22088,FASAI,FACULDADE SANTO AGOSTINHO DE ITABUNA,Privada com fins lucrativos,Faculdade ,Ativa,,1399616,MEDICINA,Bacharelado,Educação Presencial,Em atividade,85,7713,Semestral,12.00 Semestres,85,,,,,,,,1081184,Campus Principal,Avenida Ibicaraí,3270,Atual Avenida José Soares Pinheiro,Nova Itabuna,000000002914802,Itabuna,BA,24/08/2018,2018-05-25,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
580,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Pública Federal,Universidade,Ativa,,13601,MEDICINA,Bacharelado,Educação Presencial,Em atividade,140,7905,Semestral,12.0 Semestres,140,,,,,,,,1153,Campus Universitário Cidade do Recife,Av. Prof. Moraes Rego,1.235,,Cidade Universitária,000000002611606,Recife,PE,16/07/1920,1920-05-04,4,2019,3,294,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
580,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Pública Federal,Universidade,Ativa,,1189778,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,8400,Semestral,12.0 Semestres,80,,,,,,,,1051633,Campus do Agreste Caruaru,Rodovia BR-104 - até km 65,001 - lado ímpar,S/N,Br 104, km 59. Localidade Varzea da Picada,Divinópolis,000000002604106,Caruaru,PE,01/03/2014,2013-12-12,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1669,IMES,INSTITUTO METROPOLITANO DE ENSINO SUPERIOR,Privada com fins lucrativos,Faculdade ,Ativa,,71859,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7210,Semestral,12.00 Semestres,100,,,,,,,,658670,Unidade SEDE,Rua João Patrício Araújo,179,,Veneza,000000003131307,Ipatinga,MG,08/03/1999,1998-12-31,4,2017,3,277,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3984,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,Pública Federal,Universidade,Ativa,,85586,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,7320,Semestral,12.0 Semestres,80,,,,,,,,600268,CAMPUS PETROLINA,Avenida José de Sá Maniçoba,s/n,Campus Universitário,Centro,000000002611101,Petrolina,PE,18/10/2004,2003-12-05,4,2017,3,264,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
15001,UNILA,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,Pública Federal,Universidade,Ativa,,1292726,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7848,Semestral,12.0 Semestres,60,,,,,,,,1071745,UNILA-JARDIM UNIVERSITÁRIO,Avenida Tarquínio Joslin dos Santos,1.000,UNILA-JARDIM UNIVERSITÁRIO,Jardim Universitário,000000004108304,Foz do Iguaçu,PR,18/08/2014,2014-05-14,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
431,FAMEMA,FACULDADE DE MEDICINA DE MARÍLIA,Pública Estadual,Faculdade ,Ativa,,8960,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,9250,Anual,6.0 Anos,80,,,,,,,,657889,CAMPUS  - MARÍLIA - FRAGATA C,Avenida Monte Carmelo,800,,FRAGATA C,000000003529005,Marília,SP,30/01/1967,1966-01-19,,,3,270,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
578,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,Pública Federal,Universidade,Ativa,,13286,MEDICINA,Bacharelado,Educação Presencial,Em atividade,160,8957,Semestral,12.00 Semestres,160,,,,,,,,1047098,UNIDADES DISPERSAS - SALVADOR (FACULDADE DE MEDICINA),LARGO TERREIRO DE JESUS,S/N,UNIDADE DISPERSA,PELOURINHO,000000002927408,Salvador,BA,08/03/1808,1808-02-18,4,2015,3,278,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
14892,FCSB,FACULDADE DE CIÊNCIAS DA SAÚDE DE BARRETOS DR. PAULO PRATA,Privada com fins lucrativos,Faculdade ,Ativa,,1109361,MEDICINA,Bacharelado,Educação Presencial,Em atividade,90,8540,Semestral,12.0 Semestres,90,12.0 Semestres,0,,,,,,1047228,Campus Principal,Avenida Loja Maçônica Renovadora 68,100,- lado par,Nova América,000000003505500,Barretos,SP,06/02/2012,2011-11-18,4,2018,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
555,UNIFOR,UNIVERSIDADE DE FORTALEZA,Privada sem fins lucrativos,Universidade,Ativa,,93001,MEDICINA,Bacharelado,Educação Presencial,Em atividade,200,8532,Semestral,12.0 Semestres,200,,,,,,,,657967,CAMPUS - FORTALEZA - EDSON QUEIROZ,Avenida Washington Soares,1321,,Edson Queiroz,000000002304400,Fortaleza,CE,01/08/2006,2006-05-05,5,2018,4,349,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
25282,UFJ,UNIVERSIDADE FEDERAL DE JATAÍ,Pública Federal,Universidade,Ativa,,1292869,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,8562,Semestral,12.0 Semestres,60,,,,,0.0 Semestres,0,,1112733,Unidade SEDE,Rodovia BR-364,,,Setor Francisco Antônio,000000005211909,Jataí,GO,16/07/2014,2014-05-13,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
596,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,Pública Federal,Universidade,Ativa,,1292713,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7808,Semestral,12.00 Semestres,60,,,,,,,,1046401,Campus do Mucuri,Rua do Cruzeiro,01,,Jardim São paulo,000000003168606,Teófilo Otoni,MG,25/08/2014,2014-05-13,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
5322,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,Pública Federal,Universidade,Ativa,,1342449,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,8255,Semestral,12.0 Semestres,60,,,,,,,,34381,Campus Uruguaiana,Rod. BR 472 KM 592,s/n,,distrito,000000004322400,Uruguaiana,RS,03/03/2016,2015-12-03,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
217,UNIFAE,CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,Especial,Centro Universitário,Ativa,,1295813,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7607,Semestral,12.0 Semestres,60,,,,,,,,657786,CAMPUS  - SÃO JOÃO DA BOA VISTA - JARDIM SANTO ANDRÉ,Largo Engenheiro Paulo de Almeida Sandeville,15,,JARDIM SANTO ANDRÉ,000000003549102,São João da Boa Vista,SP,25/06/2014,2013-12-11,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,1399478,MEDICINA,Bacharelado,Educação Presencial,Em atividade,200,8078,Semestral,12.0 Semestres,200,,,,,,,,1081874,CAMPUS BAURU,Rua Nicolau Assis,,1, 15, 21, 27, 35, 41, 46, 51  - Quadra 07,Jardim Panorama,000000003506003,Bauru,SP,04/10/2017,2017-09-18,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
226,UNILUS,CENTRO UNIVERSITÁRIO LUSÍADA,Privada sem fins lucrativos,Centro Universitário,Ativa,,5920,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7730,Anual,6.0 Anos,100,,,,,,,,686387,Campus II,OSWALDO CRUZ,179,,BOQUEIRÃO,000000003548500,Santos,SP,08/09/1967,1967-07-21,4,2019,3,231,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
591,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,Pública Federal,Universidade,Ativa,,14563,MEDICINA,Bacharelado,Educação Presencial,Em atividade,121,9506,Anual,6.0 Anos,121,,,,,,,,141314,Campus São Paulo - Rua Botucatu,Rua Botucatú,740,Edif. Octávio de Carvalho,Vila Clementino,000000003550308,São Paulo,SP,01/06/1933,1938-05-31,5,2014,4,319,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
4530,FITS,CENTRO UNIVERSITÁRIO TIRADENTES,Privada com fins lucrativos,Centro Universitário,Ativa,,1200578,MEDICINA,Bacharelado,Educação Presencial,Em atividade,140,8500,Semestral,12.00 Semestres,140,,,,,,,,659862,CAMPUS  - MACEIÓ - CRUZ DAS ALMAS,Avenida Gustavo Paiva,5.017,,Cruz das Almas,000000002704302,Maceió,AL,18/08/2014,2014-07-23,4,2014,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
